"","FENCE_12","HUMOR_36","VIDEO_3","RADIO_12","ELBOW_36","HUMAN_0","MAGIC_24","DAISY_0","VISTA_0","ORBIT_0","RODEO_3","NURSE_0","RELIC_36","HUMOR_12","EAGLE_0","VENUE_12","PATCH_0","FLAGS_3","POETS_12","RELIC_12","MAGIC_36","LILAC_24","JUROR_12","VENUE_36","IVORY_36","LASSO_3","FOGGY_3","REMIX_36","RELIC_3","IMAGE_36","VIDEO_12","WALTZ_3","HUMOR_0","FILMS_3","TOPAZ_3","JUROR_36","INTRO_12","LASSO_0","TOPAZ_0","RELIC_0","KAYAK_0","DAISY_3","TANGO_3","BLUSH_36","XEROX_12","FOGGY_36","HUMAN_36","FILMS_0","RODEO_12","EAGLE_12","SCOPE_24","QUART_36","QUART_0","QUART_3","ELBOW_12","VENUE_3","FILMS_24","VENUE_0","JUROR_24","TANGO_0","IMAGE_12","FILMS_12","FENCE_0","LAKES_0","JUROR_0","TOPAZ_24","IVORY_12","RADIO_3","EAGLE_3","FENCE_36","IMAGE_24","VISTA_12","WALTZ_24","JUROR_3","PATCH_3","BLUSH_24","ELBOW_3","LILAC_3","FENCE_3","IMAGE_0","PATCH_12","IVORY_3","NURSE_12","KAYAK_36","RADIO_0","FENCE_24","XEROX_0","SHAWL_3","LILAC_12","GLASS_0","BLUSH_0","VIDEO_36","GLASS_3","HUMOR_24","RELIC_24","ELBOW_24","IMAGE_3","INTRO_36","WALTZ_12","LILAC_0","HUMAN_12","QUART_24","POETS_36","BLUSH_3","IVORY_0","VIDEO_24","SCOPE_3","SCOPE_0","VIDEO_0","ORBIT_3","XEROX_3","ELBOW_0","BLUSH_12","RODEO_36","MAGIC_3","KAYAK_24","NURSE_3","WALTZ_36","HUMAN_3","SHAWL_12","FLAGS_36","VISTA_36","REMIX_3","FOGGY_24","MAGIC_0","KAYAK_12","FLAGS_24","DAISY_12","MAGIC_12","POETS_3","INTRO_3","REMIX_12","HUMOR_3","RODEO_0","INTRO_24","WALTZ_0","TANGO_12","REMIX_24","LILAC_36","FOGGY_12","RODEO_24","FOGGY_0","KAYAK_3","SHAWL_0","LAKES_3","FLAGS_12","GLASS_12","FLAGS_0","LAKES_24","LAKES_12","SCOPE_12","INTRO_0","VISTA_24","QUART_12","HUMAN_24","POETS_0","REMIX_0","VISTA_3","POETS_24"
"SL000318",7.90327934205614,8.48341273352902,8.60843965255159,7.39917109381982,7.5894638929561,7.80606622608903,8.18090370917938,8.20554891117303,8.78953364497036,9.33516701000103,7.42038134119664,8.49864978776841,8.70701394843505,8.72826067270907,8.2881739681123,8.60362634498619,7.92955431573285,8.08268130295035,8.17392693199981,8.55573947918052,9.16239132875691,8.54032180596415,9.32845054051034,9.17242750864548,8.48663393507016,7.49745269597724,8.61838550225861,7.31650781910311,7.74752167254042,7.5453506448223,8.68894962811967,7.83162393682075,8.3527055668799,8.81089291189221,8.30970371103028,8.66391384211598,8.02014657311178,7.14873077917319,8.93810932621924,7.61397358738023,8.01457846492289,8.50898318485542,7.2460279805281,8.03946743827853,8.49705344454508,8.40258575823259,8.62461270900574,8.63335855063711,7.6387978999517,7.74079267227768,8.56757586852411,7.75688985507462,7.8820316083521,8.30469355747101,8.09381367340273,8.816023639828,8.62095290227168,8.77643303244473,8.89572673847666,7.49185309632967,7.47329987114132,8.6560672737256,8.57742882803575,8.54882190845875,8.04165915163721,8.75321674917896,8.68334556167657,8.17841587438304,8.26068435637966,9.12799432097639,8.18883607303053,7.7839804136838,7.93191939010004,7.87528859822269,7.40258575823259,7.98470326682514,9.17092652528738,8.58233018791316,8.7279204545632,7.33449676839042,7.86666075081999,8.99322146736894,8.29370154208073,8.28771237954945,8.08001802908917,11.7288983655666,7.66959375118833,8.85455675240453,8.32373033752135,8.48341273352902,8.55535603863583,8.95913257678966,9.22809716257842,7.95535930524299,8.9413411054853,8.05690861832325,8.60139939053183,8.22593041117105,7.43212427264156,8.23266075679028,8.97956810009519,7.79636413813963,8.4643415327611,8.99943633715208,8.31333656165215,8.6646250548693,7.70390357344466,7.20065343636747,7.99038765180274,8.56109697355281,7.75755668893945,8.1405741777099,8.74584236256046,8.48421870843316,8.85393328867793,7.46842040186455,8.54187100884149,8.148222340387,8.02403150151675,7.95768248616512,8.98299357469431,8.39660478118186,7.34074028063018,8.77840572423918,8.51135734069712,8.44211412241923,8.7431513941125,8.75855636218021,8.47937609116166,8.17592374206376,8.24174486494015,8.18090370917938,7.96636124729361,7.90749159334305,8.78070379396761,9.24674059849314,7.99435343685886,7.96000193206808,9.08161658331465,8.61801835757132,7.91468410532839,8.54457811733884,7.81570350334807,7.81121411751324,8.52238536631593,7.5461227588578,8.07948478382682,8.83415498140132,8.08533966935737,7.90508609876177,8.04001567884788,8.29553937040683,8.29783336841106,8.09592441999854,8.10013667128545,8.42500604148493,7.68509917200661,8.15279185163912,8.12722055048807
"SL002662",10.4041836042713,10.6600850550048,11.4411805070447,10.3855388901477,10.6886874232225,10.69366118551,10.7868413640211,10.5243458164625,10.6970544329565,10.7438246069296,10.8828722729475,10.8495614821783,10.4530648140458,10.6207696679994,10.7700857080817,10.4176415791386,10.6037190601972,10.8956510124162,10.8624823873625,10.1873520732005,10.7480250845982,10.4053542343248,10.7357252450766,10.3605179146819,10.7539688274704,10.6611545763048,10.7000061508829,10.7932781582659,10.5150098601145,10.4737057496194,11.1851851668203,10.7170766033039,10.4218544454434,11.0717304965674,10.6799198785184,10.8067107179652,10.5032294598137,10.7525479058471,10.7135583564048,10.6829945836817,10.7133005865269,10.5864645258864,10.9543417360249,11.0385761027688,11.0350739973776,10.8112141175132,10.8222521441716,11.1011221411939,10.7643740238952,11.2092096465574,10.9645574724082,10.2511273148213,10.8719822203993,10.3427413991398,10.6065902803705,10.6349925098337,11.2606843563797,10.71741938799,10.7120970510875,10.8352609186275,10.5813889110214,11.1721774531737,10.4594316186373,10.8745971924016,10.6710987257485,10.5798815894363,10.9791393433312,10.3397386795279,10.9030533382896,10.5190464749345,10.5846806968252,10.5862768582385,10.8017083589165,10.6228754583742,10.4969536144208,10.9725490665405,10.5744989212822,10.4720815501336,10.4020527493815,10.4878400338231,10.4558409091264,11.1286388128526,10.9708249013626,10.5488219084588,10.5624332442783,10.6255262118799,10.8546346664294,10.6750749203854,10.3033241268595,10.6827312941398,11.1804064853106,11.0881256921882,10.8006572738512,10.6734857573378,10.4521382606641,10.6542779952612,10.7837349251762,10.3573320648294,10.8147426674545,10.5721317513867,10.8120970644042,10.5096760506563,10.8283745330422,11.1252197204496,11.2061596791602,11.1230867509811,11.0907079047959,11.106039418697,11.2764734021814,10.6748101814103,10.8545567524045,10.7511255833673,11.0023931132672,10.8842468501601,10.8124180020711,10.6816776552097,10.9618837399435,10.9426611132395,10.9127396713052,10.9047851297316,10.7590559391602,10.4625022725973,10.6959242370186,10.8576700359625,10.9801395776392,10.7434038857342,10.7788163624001,10.6485373458926,10.7964452590618,10.9099680659712,10.6093634503938,10.567385727497,10.8116957918956,10.8124982253336,10.4482195726541,10.8017891799042,10.3630396302565,10.684047261613,10.3428524910461,10.7816875615072,10.834234005039,10.6806232462164,10.9437601978612,10.9197571927143,10.7600545744383,10.9615220443915,10.6920051692716,10.8742129348309,10.5392557631622,10.3788367132106,10.9158793788358,10.7419725152415,10.5872149524525,10.3716677575843,10.7953091508598,10.7810317910228,10.3964977523572,10.6833455616766,11.0067468324406
"SL003168",9.8638765202211,10.2577414010919,10.0169475372442,10.0846755368405,10.1055157069058,9.87881728461423,10.1465686757408,10.1132212434796,10.8797363938241,9.90568784852686,10.6857124323945,10.0413853694861,10.0982953244613,10.0948694327187,9.8772841335232,9.84799690655495,10.3248555969504,9.93206707859286,10.1932789355214,10.3300205158361,10.0491678723722,9.98555735370211,9.92881443416328,10.1640269662697,10.1272205504881,10.2613897732501,10.2740286490558,9.8635668293235,10.0764147927585,10.0536544176031,10.0820159452662,10.1090470777007,10.2233984147116,10.1291541991369,10.4618886644328,9.81570350334807,9.91707366287822,10.283088353024,9.94953493301701,10.0797514310951,10.1660375162558,10.2235190867907,10.1977081579558,10.1267044728432,9.95215881074705,10.2029808582925,10.2350568627071,10.2399564736849,10.3119753144612,9.66906220864346,9.90011206297746,10.0169475372442,9.87159726561385,10.2233984147116,10.1713019175548,10.0837452373945,10.4014128787142,9.85049941375812,9.94485844580754,10.0227839150477,9.86294724802092,10.0588035177956,9.90674030704743,10.348064184729,9.98370619265935,9.49465561290021,10.4980513660353,10.4083297407674,9.88859105784997,10.0193127256514,10.4152135987653,11.0404267225966,10.2763570792592,10.5214041413302,10.089185620634,10.4707605403191,10.6461086415061,9.76851518019424,9.83162393682075,10.3365065598103,9.77462235898556,9.841878797392,9.95041008927126,10.1237334384458,9.88904758283903,9.69348695749933,9.77643303244473,10.3368412530123,9.71990214421414,9.94163454493325,10.1113965318286,10.2553827068023,9.65284497300198,9.83241536535609,9.64385618977473,10.0922285843868,9.50600998525763,9.98569965236977,10.1193302365188,9.85128055787861,10.2415065408228,9.4858293087019,10.1415962783838,10.8481534404932,9.69818374420072,10.1664141826452,9.7515440590891,9.74449750574819,9.79814774561039,10.0162511550127,10.2597432636908,9.99548451887751,10.0570440508548,9.8860013506243,10.0726685733536,9.82304872916275,9.67260213200185,10.1378877131022,10.0255548657523,9.73521752202334,9.76801886861058,10.7437404725053,9.80009098762499,10.0317701141607,9.85330955540367,10.063664718714,9.65678236421899,9.87282875953488,10.5588033402543,10.0442574940408,10.5191447879974,10.0953970227926,9.79766152585376,10.2476902085593,10.1812765146531,9.83983364841731,10.2177154113507,9.92570278135133,9.83478704933734,10.1137421660492,10.2122531796909,10.43410692861,9.94778302625542,9.90327934205614,9.6875506510007,9.76038729931084,9.81410175449819,9.80558266816901,9.80445373565528,9.81906139855847,9.71373017740671,9.98099636973059,10.9270371687203,10.3968188150137,9.76983784362944,9.83304819573838,9.78135971352466,10.7979856905649,10.2017563674357
"SL000403",16.2535132839627,16.0510538360617,15.3357148408364,16.0513873971006,15.8616879037299,15.8286522070635,16.3168613220577,15.5201121998108,15.8028823439996,15.7462335015195,15.8372928421321,15.6049961851983,16.1308440183295,15.7993802873164,15.8613026154373,15.8727902912575,15.2416890112574,15.8729080971177,15.9212063649553,15.7575723141621,15.6670865874939,16.028847103339,15.7903332225141,15.7121857386304,15.8150905439296,16.1763173178884,16.0868204138516,15.619692696405,16.1377956770557,16.1349195952302,15.6282803452874,16.3931574755628,15.7859351589358,16.1320518302166,15.0562693744675,15.8538553367643,15.9399625169933,15.8343747551725,15.9800904751778,16.2892102012266,15.8442398924741,15.628567999972,16.1424780567165,15.758611011839,15.9078741294549,15.3338576543983,15.5448829529823,15.4148008317402,15.7249747469898,15.937893310217,15.7697629595336,15.555125326081,15.4004558758911,15.7198299691643,15.8486889516057,15.5759941534743,15.6190564472035,15.4339993872502,15.8027182959832,16.2448599364063,16.2870972996901,15.7124893849864,15.9688872480854,15.5285212624071,15.8398926837263,15.6089564748667,15.6150404621794,15.8158185605732,16.1368990188158,16.2416163982369,15.8154283292927,16.1819675033281,15.5296471129677,15.6124941863743,16.0644585925211,15.7665677291615,15.4415890381147,16.1982973111254,16.4073723372537,15.9497195804752,16.051406516097,16.0179697396137,15.2448283545177,15.8075888781125,15.8243994287334,16.3319770877306,15.6780856636591,15.6956143652401,16.0674448649634,15.994382166713,15.6076452909007,15.1463220537237,16.1227410584905,15.7116535315757,16.1668966427815,15.6771855782915,16.3923778021671,15.7338997819788,15.6539394602221,15.8896251652375,15.185367157346,16.1142242587837,15.6493431992278,15.4255109698361,15.8290140947606,15.4752521146297,15.8909600879386,15.7454642482768,15.5232433910726,15.7855265423124,15.7267130959673,15.5071721207298,15.6609095476945,16.0114718777375,16.4610749115797,16.0976823910668,15.458685358669,15.3472614803313,15.9965242434479,15.7393692564957,15.2752042483751,15.4682453748658,15.3774782990251,15.7163666729228,15.7582752740877,16.1705999327744,15.6525425129907,15.2740614186707,15.7130669427864,15.6852470354131,15.6893619581675,14.9661764640669,15.8518685779562,15.4179316078407,15.5601805549693,15.5942750279281,16.0975116283431,15.0204765046356,15.8405148673599,14.8897748710838,15.8782617055834,15.5625495128758,16.2174427903774,15.3048646449353,16.0052955898538,15.7403868783102,16.2046723891568,15.6333188133056,15.7650918129331,15.8637216830821,15.8666293615078,16.279773789029,15.9929206386206,15.123523296814,15.9536167345043,15.8836337023428,15.5873731957161,15.9240423412281,15.736494422357
"SL000591",8.18487534290828,8.24840200614343,7.74281466986289,7.83983364841731,7.78070379396761,8.15583017155653,7.87098112422465,7.68369645430652,8.44335800383632,8.27379559921426,8.10276309662559,7.97842446544086,6.02458563827827,8.01122725542325,8.00168966840421,8.15025502130218,7.64169052255661,7.76155123244448,7.56909609526214,6.29094040240368,8.38240787629496,8.04384754043891,7.62716906084185,8.02845864742548,8.14006285569821,8.02569327368077,7.99604972751976,7.69696752623429,6.48542682717024,8.22062016744785,7.83415498140132,7.89663514130291,7.7983097824546,8.08746284125034,8.20408201217437,7.74348803978919,7.6724253419715,8.07734982962161,7.96058121135347,6.08746284125034,7.87713072876566,7.69557630622205,8.0948694327187,8.21577565302028,7.88813438835287,8.16390121381454,8.51372759595244,8.34695688937888,8.13903966768306,8.23026066466979,7.84799690655495,8.39102872681019,7.98868468677217,8.52552080909507,7.7714894695006,8.55190047999961,7.90989308377004,8.03946743827853,7.63081315229913,8.01457846492289,8.27891401949994,8.03177011416067,8.54148386405427,7.80154670335678,8.32597997939444,7.96981818594658,8.04111153536915,7.73470962022584,7.98868468677217,8.1405741777099,8.30742852519225,8.21723071622067,8.06177619758669,7.97211821838414,7.98868468677217,7.98925256516599,8.4038641766068,7.89542381038297,8.38456792317383,7.99774402605963,7.92599941855622,8.01903466936434,7.81378119121704,7.94719858426206,7.7839804136838,8.12928301694497,8.12205144771389,7.91707366287822,7.91826695909256,8.05093696522523,8.04712391211403,8.04766925139131,8.06177619758669,7.86232740051799,6.45779126025604,7.75622271284729,7.9518675043269,7.6724253419715,7.94719858426206,7.78985964091365,8.63771166947682,7.90026304356897,8.25077213159993,8.07788386443832,7.79701297783614,7.59395128394841,7.70043971814109,7.52042224852645,7.5352753766208,8.12825215227739,7.75020450927987,7.6906964439777,7.84046323386954,8.08427691053149,8.12515513132229,7.87467403163581,7.8073549220576,8.55497249615294,8.07521171134824,7.72109918870718,7.74685018309805,8.02347715183043,8.10956950937069,7.82845387393049,7.96809075204526,7.98754825895374,7.68439798363757,7.7488637145357,7.93428059364002,7.80864246791806,7.53605290024021,7.96520709119934,7.95652136333312,8.24507727535967,7.64241277290506,8.01178633120661,7.53760669149529,7.93604896367662,8.1261882105221,8.43879185257826,8.11582397743624,7.76022094646651,8.02735313393009,7.74416109557041,7.74685018309805,7.64601861092535,8.14108531856233,7.64961545906341,8.02956331443266,8.08533966935737,7.60362634498619,7.96693797927846,7.91647664443772,8.40641761982361,8.01010845347429,7.69766263347052,8.41996017784789,8.21237478756727,7.83478704933734
"SL000053",8.11478344724985,9.03534897975545,8.51806297565252,9.42101285577923,9.15152399406487,8.73267622307331,9.00112666545428,9.93472288939973,9.26021388677142,9.1333991254172,8.90899299325053,9.36894291440495,8.68860001099912,8.55343730575441,9.45779126025604,8.15886210620845,8.80219321694183,8.816023639828,8.97384083953315,8.22593041117105,8.81378119121704,9.48964729348844,8.90147031982427,8.70009287475899,9.05826237186247,8.84830995744929,8.56376827845203,9.5272815056819,8.84580364621588,8.12463831417871,7.87098112422465,8.92094827227904,8.54882190845875,8.97039353791468,8.7007864781574,8.80799883862303,9.17941152317403,8.76520320665317,8.95710204156229,10.2422213950984,9.18090370917938,9.24792751344359,8.65284497300198,8.63626208880638,9.16314646881125,9.03424873562899,9.38240787629496,8.98925256516599,8.47167521439204,8.86139712963725,8.83920378809694,8.95971220517869,9.1494931015375,8.7882289240667,8.72485487546899,9.17367713630342,9.0389189892923,9.36872470446112,8.59021276140836,9.09037711006791,7.92481250360578,9.1644041578813,9.55439699117587,9.39938474728795,8.86604249709684,8.60473853445992,9.02569327368077,8.97326686099329,9.13108525957895,8.5909612413426,7.99943633715208,8.34029521043048,8.68685065339314,9.1550711912457,8.42122329922514,8.63335855063711,8.93191939010004,9.21723071622067,8.9029779958324,8.4262647547021,8.07788386443832,9.11816243006313,8.73030029846004,9.03974158460541,9.49585502688717,8.48663393507016,9.32147718222831,8.7262181593322,9.62296694479051,9.62589145113266,8.6906964439777,8.46882765523095,8.87190523765919,8.71801906528173,9.63244999525669,9.01457846492289,9.14567745519564,8.96289600533726,8.61691636257881,9.36872470446112,9.02983934907253,9.57194220989773,8.79051141189419,8.66533591718518,9.29530976985874,8.18636189125299,8.38370429247405,8.91498301655724,8.74416109557041,8.9357543858214,9.30081012298378,9.45018024716475,8.79311555527435,9.16616308264611,9.12773644358883,8.56071495447448,8.92807417295309,9.10197567094923,8.96953042389498,9.03919323984743,9.02818234846057,8.66070903878206,9.27449463583016,9.50640676607445,9.47248777146274,9.1025006691504,9.35049724708413,9.49365533896366,8.79668859446415,8.88539133157044,9.13237119873254,9.31582885052478,8.78953364497036,9.34939181829594,8.76520320665317,9.18561880854746,9.50402444263636,9.46984528597138,9.33606018139058,9.46699410907326,9.21844214885621,9.60436789989375,8.82781902461732,8.73199778664374,9.58044701959866,8.97211821838414,9.30720080914081,9.54496443278924,8.38327228317575,8.77643303244473,8.48502423332337,8.83194056033588,8.6499746511581,8.65212792773827,9.58590144969077,9.95695689391481,9.66266837551754,9.3780780559955,9.08852325661663
"SL004332",7.58496250072116,7.40173284952262,7.49585502688717,7.64457735701838,7.4446008137115,7.2807707701306,7.27984269352035,7.32102612859297,7.2240016741981,7.27612440527424,7.77280941016073,7.27052894238072,7.33806779754262,7.37677657188298,7.34518344718767,7.39746072605472,7.53605290024021,7.3819754785573,8.45738087907253,6.99435343685886,8.03066713624694,7.2807707701306,7.42961596420174,7.38370429247405,7.32732808262995,7.5077946401987,7.38284014447524,7.96981818594658,7.36981542428391,8.09697863637054,7.45697038112101,7.3327079336406,7.14363830992204,7.44211412241923,7.55535603863583,7.43045255166553,7.19770815795585,7.42794133250948,7.55305325276641,7.53605290024021,7.74617838097141,7.43629511983936,7.35402893805439,7.42710328715284,7.56985560833095,7.47004872601133,7.71699089440494,7.43962313755712,7.70666868217975,7.61765111942733,7.36894291440495,8.34607044078517,7.34074028063018,7.54070926267143,7.46107011403305,7.44956137461324,7.19967234483636,7.49745269597724,7.46597446450407,7.48139582415413,7.63008507000212,7.40769264866568,7.66249036391378,7.26115467261557,7.26491169307446,8.15532422905059,7.2364926183813,7.26491169307446,7.35579154675365,7.61765111942733,8.39917109381982,7.18586654531133,7.21626083716506,7.53294028837287,7.88508622529017,7.95361446119936,8.03672310600552,7.34429590791582,7.71355835640479,7.83352263642478,7.99265514938683,7.38887833881199,7.42206476617281,7.58721495245253,7.4586116725846,7.45450493755737,7.44542875923832,6.92599941855622,7.17592374206376,7.10328780841202,7.14261765544658,7.27891401949994,7.1333991254172,7.0639343057541,7.27146302790437,7.29645740737124,7.72178276845979,6.96462966672059,7.0948694327187,7.18289089274548,7.43212427264156,9.61102479730735,7.83415498140132,6.92005505480697,7.29737486052832,7.1168637576909,7.22110372536788,7.26584942144085,7.25927248703759,7.18090370917938,7.25361115194717,7.2045711442492,7.16892278185294,7.84109254469343,7.21042783040149,7.39746072605472,7.34163000932991,8.42080238163181,7.31831684133498,7.13955135239879,7.60288440871842,7.25266543245025,7.5077946401987,7.35314682549808,7.97842446544086,7.55305325276641,7.13545278418517,7.19672506078603,6.88996019965864,8.14567745519564,6.78135971352466,7.58796498888268,7.27332938656167,7.62935662007961,6.94719858426206,7.2045711442492,7.01346225980656,7.58044701959866,7.00112666545428,7.35138098067433,7.5352753766208,7.08640164588003,7.57893871309339,7.22496636500027,7.42038134119664,7.20945336562895,7.17492568250068,7.24507727535967,7.37677657188298,7.19377174339668,7.29737486052832,7.25361115194717,7.21431912080077,7.11165734626313,7.23744899563932,8.14873077917319,7.60659028037053,7.24126817732937,7.95419631038687
"SL000592",8.50064273606281,8.60028462289809,8.55535603863583,8.48743811292871,8.21431912080077,8.16289479937478,8.59395128394841,8.24269776790801,8.46515822966425,8.15886210620845,8.48381577726426,7.91528186586766,8.22833771198138,8.5668151540109,8.09222858438678,8.76487159073609,7.79766152585376,8.7279204545632,8.17741953798924,8.30651744524982,8.74819284958946,8.54650866097081,8.09064175191785,8.5618607083726,8.28955784835356,8.08905317215643,8.6614218327891,8.50660511556825,8.35402893805439,8.51806297565252,8.6748984331333,8.39489136644259,8.30970371103028,8.46352437327118,8.54419169841571,8.17242750864548,8.38284014447524,8.1184220243132,8.46474993900329,7.91408609701272,8.01010845347429,8.09064175191785,8.64205169292798,8.59208323365389,8.47775826644389,8.83951875263065,8.34251918966061,8.3562318626554,8.5239539394967,8.39703281709685,8.58908931290962,8.57440430902258,8.22062016744785,8.52434581646254,8.36937923530375,8.65033375384593,8.4110872267986,8.69939893773701,8.12515513132229,8.53216108498321,8.84517638749257,8.39959836912012,8.54419169841571,8.71080643369935,8.26725487215199,9.03397354344106,8.19327893552139,8.39746072605472,8.14006285569821,8.32957212576538,8.3228294976289,8.92273304987684,8.37460481919094,8.32687885483841,8.35093918154643,8.63335855063711,8.42038134119664,8.55228483994351,8.59469782732387,8.41658643754191,8.27612440527424,8.3671963100259,8.09592441999854,8.23266075679028,8.16641418264516,8.44914864537544,8.08746284125034,8.35138098067433,8.54264498688628,8.4068427546553,8.24174486494015,9.17492568250068,8.52982094652869,8.45532722030456,8.47816289273763,8.09803208296053,8.52160043972373,8.55995061271308,8.43254190038826,8.14414836650889,8.22303633790187,8.48743811292871,8.37590826307501,8.47897180503294,8.16087986183931,8.98213796823992,8.52120781622399,8.0805510773276,8.74483383749955,8.30924896081662,8.194264382992,7.98470326682514,8.45738087907253,8.4524471779147,8.82908844400488,8.35535109642481,7.77939105953591,8.44584255388934,8.39874369193819,8.25219234012239,8.43962313755712,8.70009287475899,8.44128427192704,8.60288440871842,8.36194377373524,8.41743061254603,8.7262181593322,8.21916852046216,8.675604252639,8.33539035469392,8.27565894469885,8.21626083716506,8.40429006444484,8.40045254027644,8.5372184005386,8.49745269597724,8.33046876659032,8.39145842004967,8.61948637605555,8.71630503984442,8.32463061526719,8.51175265376738,8.16791986555194,8.03782146543497,8.59842476052772,8.56947590177766,8.58496250072116,8.5372184005386,8.95099323197964,8.97584796800678,8.43087066354815,8.51648798090998,8.86170728658586,8.83541884047548,8.24174486494015,8.23122118071119,8.64024493622235,8.59916899321943,8.38715571766298
"SL000584",10.9280001259368,11.823685680626,11.9053493951681,11.2185026937936,10.6845733126821,11.1119832980146,10.5031300561522,11.4936553389637,10.8489358555246,10.8392037880969,11.1259945645129,11.1184869155778,10.8689768454592,11.567005370247,11.1238627411607,11.1049918049333,11.2319411483087,10.9615220443915,10.9685948006285,11.1910592145317,11.5083395113816,11.0126943675256,10.8697480514651,11.5683361821337,11.6631133084558,11.1729274896038,11.2220099598504,10.9480751584911,11.2836092964936,11.0624509532423,11.8539332886779,11.6383906593585,11.3297963382207,10.8226504916465,11.9231788994938,10.6309041367561,11.1250905393033,11.1978924141183,11.2100624832402,10.3841361724476,11.8194606278941,11.3784574344716,11.1351962366534,11.3856467350396,11.1983836488678,11.7186184934124,11.825197314248,11.399010832952,11.4624000226918,10.7761039880732,10.9534689622288,11.1500645790815,11.182704710519,11.6201281647151,11.3547452575776,11.6660908248065,10.8509681509824,11.0768823869419,10.8986013874039,10.9932922414885,10.708911437254,10.9166259222112,10.7038170783434,11.115563915238,11.1149786038333,11.2940463132715,11.5272326264476,11.3979419719726,10.6752513860503,11.3240117346708,11.2330204264745,10.977136791892,11.3309168781146,11.9685948006285,11.0281132654505,10.8400697751601,11.9300350353552,10.9016211583461,10.4852255442901,11.0871313015405,10.6798319334399,11.1350037960617,11.1113313208519,11.9630044202296,10.9301459479088,10.2175942528336,11.0011970528395,10.8336016947058,10.4017328495226,11.1301844196865,10.8986013874039,12.0489636066087,11.0268000593437,11.1164739279094,10.3870479855164,11.1776064034828,10.4579964070805,10.8607766156316,11.0635299063006,10.6077926419192,11.6845294824185,10.4144738364309,11.6187066772337,11.3167340709723,10.9186396618358,11.3907063728728,10.9028272991131,10.9764209207708,11.2252074369435,11.0723336159467,11.0068169461645,11.116733826134,10.9065148448469,11.0123451904198,10.6350832311066,11.3823538336645,10.8860013506243,11.5200293042122,10.7388522617082,11.0234078431402,11.1804686476667,11.1042055950823,11.062720767165,10.896408094214,10.9053870050181,11.8882485692798,10.868359583693,10.9423678825391,11.0276295917332,10.9322885829881,11.1637754503972,11.04903169841,11.0920964149908,11.3900614488384,11.1124395067816,10.9799967294742,11.2630344058338,11.178415874383,10.951357576513,11.6477731946481,11.7080492517022,10.965567864174,11.4585091465539,11.0541972943888,10.5711837948239,10.8088033303859,10.8922392192062,11.1777309670333,10.6870256846388,10.6872006946519,10.9872640120725,10.9536144611994,10.7449179081875,11.2676645375011,10.7742105251667,11.3840821945207,11.0128340147081,10.5482439442228,10.8629472480209
"SL003322",12.7335661869954,12.3207159473956,13.0725178521443,13.1986445493115,13.3447952159393,11.9982730865522,13.1419155363994,12.7010031608512,11.9497902417683,12.7149967257231,12.7541567857999,13.039158961379,12.7485492854342,12.3549380520814,12.1528868960558,11.9640881212978,12.2621242158986,13.3337423741968,12.4899232033506,12.3504696216848,12.3384578431308,11.9555046137027,12.539473881465,11.441543651486,12.9011497355922,11.6885563029012,13.049933611509,12.3224633706876,12.6297664184181,12.5088841768575,12.9393220919817,12.5749718895325,12.4204339779714,13.1770145797016,12.2629169942332,12.7070571009077,12.83152497772,11.5677184578508,13.0952321716193,12.9776555764225,12.7971751421752,13.0619955277925,12.8372337003391,12.5093791489147,12.9297207368066,12.6646250548693,11.6400189324558,12.7804782527279,12.7168623215085,12.3726474426386,12.1928784051341,12.1913985596797,12.6480878941799,12.5440709212735,13.3353345217621,11.5777120518774,13.2143191208008,11.8759029031248,12.6055721142583,12.9309220971253,13.0828808504332,13.1852935894724,12.9943357566642,12.6093634503938,12.3993580423347,13.2116145701116,12.9616486481498,12.9640881212978,12.3639157165387,12.4973029896378,12.5520926727716,12.0205285921901,12.3279174819059,11.9998943299895,12.9378703278876,12.858408454571,12.5648401792524,12.2599785944214,12.9646838100841,12.4899232033506,13.41831382934,13.6372475091982,12.9639978439607,12.8425271334442,13.1960026719347,12.9258511075778,12.8949503578617,13.3014390347757,12.2632692003727,12.5353968923118,12.6040435165218,12.2308010336283,12.8369971089196,12.5442641598481,12.6704349599024,13.2820024495875,12.8018295887002,12.7332272178516,12.4146588125791,12.2237905620702,11.699398937737,13.3104423745438,11.9372634619397,12.333714426094,13.3215617390877,12.8940977515838,12.5160939634172,12.4493292289458,13.0103882353119,12.5875197017819,12.9563943088094,13.2881307004577,12.3621630116417,13.1172372457472,12.9868730811448,13.129717692149,13.2746984577244,12.2115537354061,12.3394046579078,13.1439411777685,12.9298131846641,11.5983317044409,11.8696323968422,13.1286065950958,12.8256345969608,12.8339376440761,13.1994269676709,13.0105281058865,12.7373952391563,12.3344967683904,12.693029508838,11.9576824861651,12.7693213225395,12.5509872145215,12.5939746192773,12.6295615337993,12.6245898640212,11.9649184078485,12.062720767165,12.6909146473208,12.7693213225395,13.1197355038749,13.311379364694,13.166665238948,13.0042731440946,13.366390522053,12.8570868068148,13.2555744947117,13.0395017094184,12.9377048443078,12.4547105521862,13.0479588790598,11.8983746495706,12.2323909456708,12.3444623631252,12.3115780419704,12.1522531483064,12.1008922584175,12.3608196562566
